cellID	cellType	SubjectName
cell_3732	cell_type_4	Mix_2
cell_3733	cell_type_4	Mix_3
cell_3734	cell_type_4	Mix_4
cell_3735	cell_type_4	Mix_5
cell_3736	cell_type_4	Mix_6
cell_3737	cell_type_4	Mix_7
cell_3738	cell_type_4	Mix_8
cell_3739	cell_type_4	Mix_9
cell_3740	cell_type_4	Mix_10
cell_3741	cell_type_4	Mix_1
cell_3742	cell_type_4	Mix_2
cell_3743	cell_type_4	Mix_3
cell_3744	cell_type_4	Mix_4
cell_3745	cell_type_4	Mix_5
cell_3746	cell_type_4	Mix_6
cell_3747	cell_type_4	Mix_7
cell_3748	cell_type_4	Mix_8
cell_3749	cell_type_4	Mix_9
cell_3750	cell_type_4	Mix_10
cell_3751	cell_type_4	Mix_1
cell_3752	cell_type_4	Mix_2
cell_3753	cell_type_4	Mix_3
cell_3754	cell_type_4	Mix_4
cell_3755	cell_type_4	Mix_5
cell_3756	cell_type_4	Mix_6
cell_3757	cell_type_4	Mix_7
cell_3758	cell_type_4	Mix_8
cell_3759	cell_type_4	Mix_9
cell_3760	cell_type_4	Mix_10
cell_3761	cell_type_4	Mix_1
cell_3762	cell_type_4	Mix_2
cell_3763	cell_type_4	Mix_3
cell_3764	cell_type_4	Mix_4
cell_3765	cell_type_4	Mix_5
cell_3766	cell_type_4	Mix_6
cell_3767	cell_type_4	Mix_7
cell_3768	cell_type_4	Mix_8
cell_3769	cell_type_4	Mix_9
cell_3770	cell_type_4	Mix_10
cell_3771	cell_type_4	Mix_1
cell_3772	cell_type_4	Mix_2
cell_3773	cell_type_4	Mix_3
cell_3774	cell_type_4	Mix_4
cell_3775	cell_type_4	Mix_5
cell_3776	cell_type_4	Mix_6
cell_3777	cell_type_4	Mix_7
cell_3778	cell_type_4	Mix_8
cell_3779	cell_type_4	Mix_9
cell_3780	cell_type_4	Mix_10
cell_3781	cell_type_4	Mix_1
cell_3782	cell_type_4	Mix_2
cell_3783	cell_type_4	Mix_3
cell_3784	cell_type_4	Mix_4
cell_3785	cell_type_4	Mix_5
cell_3786	cell_type_4	Mix_6
cell_3787	cell_type_4	Mix_7
cell_3788	cell_type_4	Mix_8
cell_3789	cell_type_4	Mix_9
cell_3790	cell_type_4	Mix_10
cell_3791	cell_type_4	Mix_1
cell_3792	cell_type_4	Mix_2
cell_3793	cell_type_4	Mix_3
cell_3794	cell_type_4	Mix_4
cell_3795	cell_type_4	Mix_5
cell_3796	cell_type_4	Mix_6
cell_3797	cell_type_4	Mix_7
cell_3798	cell_type_4	Mix_8
cell_3799	cell_type_4	Mix_9
cell_3800	cell_type_4	Mix_10
cell_3801	cell_type_4	Mix_1
cell_3802	cell_type_4	Mix_2
cell_3803	cell_type_4	Mix_3
cell_3804	cell_type_4	Mix_4
cell_3805	cell_type_4	Mix_5
cell_3806	cell_type_4	Mix_6
cell_3807	cell_type_4	Mix_7
cell_3808	cell_type_4	Mix_8
cell_3809	cell_type_4	Mix_9
cell_3810	cell_type_4	Mix_10
cell_3811	cell_type_4	Mix_1
cell_3812	cell_type_4	Mix_2
cell_3813	cell_type_4	Mix_3
cell_3814	cell_type_4	Mix_4
cell_3815	cell_type_4	Mix_5
cell_3816	cell_type_4	Mix_6
cell_3817	cell_type_4	Mix_7
cell_3818	cell_type_4	Mix_8
cell_3819	cell_type_4	Mix_9
cell_3820	cell_type_4	Mix_10
cell_3821	cell_type_4	Mix_1
cell_3822	cell_type_4	Mix_2
cell_3823	cell_type_4	Mix_3
cell_3824	cell_type_4	Mix_4
cell_3825	cell_type_4	Mix_5
cell_3826	cell_type_4	Mix_6
cell_3827	cell_type_4	Mix_7
cell_3828	cell_type_4	Mix_8
cell_3829	cell_type_4	Mix_9
cell_3830	cell_type_4	Mix_10
cell_3831	cell_type_4	Mix_1
cell_3832	cell_type_4	Mix_2
cell_3833	cell_type_4	Mix_3
cell_3834	cell_type_4	Mix_4
cell_3835	cell_type_4	Mix_5
cell_3836	cell_type_4	Mix_6
cell_3837	cell_type_4	Mix_7
cell_3838	cell_type_4	Mix_8
cell_3839	cell_type_4	Mix_9
cell_3840	cell_type_4	Mix_10
cell_3841	cell_type_4	Mix_1
cell_3842	cell_type_4	Mix_2
cell_3843	cell_type_4	Mix_3
cell_3844	cell_type_4	Mix_4
cell_3845	cell_type_4	Mix_5
cell_3846	cell_type_4	Mix_6
cell_3847	cell_type_4	Mix_7
cell_3848	cell_type_4	Mix_8
cell_3849	cell_type_4	Mix_9
cell_3850	cell_type_4	Mix_10
cell_3851	cell_type_4	Mix_1
cell_3852	cell_type_4	Mix_2
cell_3853	cell_type_4	Mix_3
cell_3854	cell_type_4	Mix_4
cell_3855	cell_type_4	Mix_5
cell_3856	cell_type_4	Mix_6
cell_3857	cell_type_4	Mix_7
cell_3858	cell_type_4	Mix_8
cell_3859	cell_type_4	Mix_9
cell_3860	cell_type_4	Mix_10
cell_3861	cell_type_4	Mix_1
cell_3862	cell_type_4	Mix_2
cell_3863	cell_type_4	Mix_3
cell_3864	cell_type_4	Mix_4
cell_3865	cell_type_4	Mix_5
cell_3866	cell_type_4	Mix_6
cell_3867	cell_type_4	Mix_7
cell_3868	cell_type_4	Mix_8
cell_3869	cell_type_4	Mix_9
cell_3870	cell_type_4	Mix_10
cell_3871	cell_type_4	Mix_1
cell_3872	cell_type_4	Mix_2
cell_3873	cell_type_4	Mix_3
cell_3874	cell_type_4	Mix_4
cell_3875	cell_type_4	Mix_5
cell_3876	cell_type_4	Mix_6
cell_3877	cell_type_4	Mix_7
cell_3878	cell_type_4	Mix_8
cell_3879	cell_type_4	Mix_9
cell_3880	cell_type_4	Mix_10
cell_3881	cell_type_4	Mix_1
cell_3882	cell_type_4	Mix_2
cell_3883	cell_type_4	Mix_3
cell_3884	cell_type_4	Mix_4
cell_3885	cell_type_4	Mix_5
cell_3886	cell_type_4	Mix_6
cell_3887	cell_type_4	Mix_7
cell_3888	cell_type_4	Mix_8
cell_3889	cell_type_4	Mix_9
cell_3890	cell_type_4	Mix_10
cell_3891	cell_type_4	Mix_1
cell_3892	cell_type_4	Mix_2
cell_3893	cell_type_4	Mix_3
cell_3894	cell_type_4	Mix_4
cell_3895	cell_type_4	Mix_5
cell_3896	cell_type_4	Mix_6
cell_3897	cell_type_4	Mix_7
cell_3898	cell_type_4	Mix_8
cell_3899	cell_type_4	Mix_9
cell_3900	cell_type_4	Mix_10
cell_3901	cell_type_4	Mix_1
cell_3902	cell_type_4	Mix_2
cell_3903	cell_type_4	Mix_3
cell_3904	cell_type_4	Mix_4
cell_3905	cell_type_4	Mix_5
cell_3906	cell_type_4	Mix_6
cell_3907	cell_type_4	Mix_7
cell_3908	cell_type_4	Mix_8
cell_3909	cell_type_4	Mix_9
cell_3910	cell_type_4	Mix_10
cell_3911	cell_type_4	Mix_1
cell_3912	cell_type_4	Mix_2
cell_3913	cell_type_4	Mix_3
cell_3914	cell_type_4	Mix_4
cell_3915	cell_type_4	Mix_5
cell_3916	cell_type_4	Mix_6
cell_3917	cell_type_4	Mix_7
cell_3918	cell_type_4	Mix_8
cell_3919	cell_type_4	Mix_9
cell_3920	cell_type_4	Mix_10
cell_3921	cell_type_4	Mix_1
cell_3922	cell_type_4	Mix_2
cell_3923	cell_type_4	Mix_3
cell_3924	cell_type_4	Mix_4
cell_3925	cell_type_4	Mix_5
cell_3926	cell_type_4	Mix_6
cell_3927	cell_type_4	Mix_7
cell_3928	cell_type_4	Mix_8
cell_3929	cell_type_4	Mix_9
cell_3930	cell_type_4	Mix_10
cell_3931	cell_type_4	Mix_1
cell_3932	cell_type_4	Mix_2
cell_3933	cell_type_4	Mix_3
cell_3934	cell_type_4	Mix_4
cell_3935	cell_type_4	Mix_5
cell_3936	cell_type_4	Mix_6
cell_3937	cell_type_4	Mix_7
cell_3938	cell_type_4	Mix_8
cell_3939	cell_type_4	Mix_9
cell_3940	cell_type_4	Mix_10
cell_3941	cell_type_4	Mix_1
cell_3942	cell_type_4	Mix_2
cell_3943	cell_type_4	Mix_3
cell_3944	cell_type_4	Mix_4
cell_3945	cell_type_4	Mix_5
cell_3946	cell_type_4	Mix_6
cell_3947	cell_type_4	Mix_7
cell_3948	cell_type_4	Mix_8
cell_3949	cell_type_4	Mix_9
cell_3950	cell_type_4	Mix_10
cell_3951	cell_type_4	Mix_1
cell_3952	cell_type_4	Mix_2
cell_3953	cell_type_4	Mix_3
cell_3954	cell_type_4	Mix_4
cell_3955	cell_type_4	Mix_5
cell_3956	cell_type_4	Mix_6
cell_3957	cell_type_4	Mix_7
cell_3958	cell_type_4	Mix_8
cell_3959	cell_type_4	Mix_9
cell_3960	cell_type_4	Mix_10
cell_3961	cell_type_4	Mix_1
cell_3962	cell_type_4	Mix_2
cell_3963	cell_type_4	Mix_3
cell_3964	cell_type_4	Mix_4
cell_3965	cell_type_4	Mix_5
cell_3966	cell_type_4	Mix_6
cell_3967	cell_type_4	Mix_7
cell_3968	cell_type_4	Mix_8
cell_3969	cell_type_4	Mix_9
cell_3970	cell_type_4	Mix_10
cell_3971	cell_type_4	Mix_1
cell_3972	cell_type_4	Mix_2
cell_3973	cell_type_4	Mix_3
cell_3974	cell_type_4	Mix_4
cell_3975	cell_type_4	Mix_5
cell_3976	cell_type_4	Mix_6
cell_3977	cell_type_4	Mix_7
cell_3978	cell_type_4	Mix_8
cell_3979	cell_type_4	Mix_9
cell_3980	cell_type_4	Mix_10
cell_3981	cell_type_4	Mix_1
cell_3982	cell_type_4	Mix_2
cell_3983	cell_type_4	Mix_3
cell_3984	cell_type_4	Mix_4
cell_3985	cell_type_4	Mix_5
cell_3986	cell_type_4	Mix_6
cell_3987	cell_type_4	Mix_7
cell_3988	cell_type_4	Mix_8
cell_3989	cell_type_4	Mix_9
cell_3990	cell_type_4	Mix_10
cell_3991	cell_type_4	Mix_1
cell_3992	cell_type_4	Mix_2
cell_3993	cell_type_4	Mix_3
cell_3994	cell_type_4	Mix_4
cell_3995	cell_type_4	Mix_5
cell_3996	cell_type_4	Mix_6
cell_3997	cell_type_4	Mix_7
cell_3998	cell_type_4	Mix_8
cell_3999	cell_type_4	Mix_9
cell_4000	cell_type_4	Mix_10
cell_4001	cell_type_5	Mix_1
cell_4002	cell_type_5	Mix_2
cell_4003	cell_type_5	Mix_3
cell_4004	cell_type_5	Mix_4
cell_4005	cell_type_5	Mix_5
cell_4006	cell_type_5	Mix_6
cell_4007	cell_type_5	Mix_7
cell_4008	cell_type_5	Mix_8
cell_4009	cell_type_5	Mix_9
cell_4010	cell_type_5	Mix_10
cell_4011	cell_type_5	Mix_1
cell_4012	cell_type_5	Mix_2
cell_4013	cell_type_5	Mix_3
cell_4014	cell_type_5	Mix_4
cell_4015	cell_type_5	Mix_5
cell_4016	cell_type_5	Mix_6
cell_4017	cell_type_5	Mix_7
cell_4018	cell_type_5	Mix_8
cell_4019	cell_type_5	Mix_9
cell_4020	cell_type_5	Mix_10
cell_4021	cell_type_5	Mix_1
cell_4022	cell_type_5	Mix_2
cell_4023	cell_type_5	Mix_3
cell_4024	cell_type_5	Mix_4
cell_4025	cell_type_5	Mix_5
cell_4026	cell_type_5	Mix_6
cell_4027	cell_type_5	Mix_7
cell_4028	cell_type_5	Mix_8
cell_4029	cell_type_5	Mix_9
cell_4030	cell_type_5	Mix_10
cell_4031	cell_type_5	Mix_1
cell_4032	cell_type_5	Mix_2
cell_4033	cell_type_5	Mix_3
cell_4034	cell_type_5	Mix_4
cell_4035	cell_type_5	Mix_5
cell_4036	cell_type_5	Mix_6
cell_4037	cell_type_5	Mix_7
cell_4038	cell_type_5	Mix_8
cell_4039	cell_type_5	Mix_9
cell_4040	cell_type_5	Mix_10
cell_4041	cell_type_5	Mix_1
cell_4042	cell_type_5	Mix_2
cell_4043	cell_type_5	Mix_3
cell_4044	cell_type_5	Mix_4
cell_4045	cell_type_5	Mix_5
cell_4046	cell_type_5	Mix_6
cell_4047	cell_type_5	Mix_7
cell_4048	cell_type_5	Mix_8
cell_4049	cell_type_5	Mix_9
cell_4050	cell_type_5	Mix_10
cell_4051	cell_type_5	Mix_1
cell_4052	cell_type_5	Mix_2
cell_4053	cell_type_5	Mix_3
cell_4054	cell_type_5	Mix_4
cell_4055	cell_type_5	Mix_5
cell_4056	cell_type_5	Mix_6
cell_4057	cell_type_5	Mix_7
cell_4058	cell_type_5	Mix_8
cell_4059	cell_type_5	Mix_9
cell_4060	cell_type_5	Mix_10
cell_4061	cell_type_5	Mix_1
cell_4062	cell_type_5	Mix_2
cell_4063	cell_type_5	Mix_3
cell_4064	cell_type_5	Mix_4
cell_4065	cell_type_5	Mix_5
cell_4066	cell_type_5	Mix_6
cell_4067	cell_type_5	Mix_7
cell_4068	cell_type_5	Mix_8
cell_4069	cell_type_5	Mix_9
cell_4070	cell_type_5	Mix_10
cell_4071	cell_type_5	Mix_1
cell_4072	cell_type_5	Mix_2
cell_4073	cell_type_5	Mix_3
cell_4074	cell_type_5	Mix_4
cell_4075	cell_type_5	Mix_5
cell_4076	cell_type_5	Mix_6
cell_4077	cell_type_5	Mix_7
cell_4078	cell_type_5	Mix_8
cell_4079	cell_type_5	Mix_9
cell_4080	cell_type_5	Mix_10
cell_4081	cell_type_5	Mix_1
cell_4082	cell_type_5	Mix_2
cell_4083	cell_type_5	Mix_3
cell_4084	cell_type_5	Mix_4
cell_4085	cell_type_5	Mix_5
cell_4086	cell_type_5	Mix_6
cell_4087	cell_type_5	Mix_7
cell_4088	cell_type_5	Mix_8
cell_4089	cell_type_5	Mix_9
cell_4090	cell_type_5	Mix_10
cell_4091	cell_type_5	Mix_1
cell_4092	cell_type_5	Mix_2
cell_4093	cell_type_5	Mix_3
cell_4094	cell_type_5	Mix_4
cell_4095	cell_type_5	Mix_5
cell_4096	cell_type_5	Mix_6
cell_4097	cell_type_5	Mix_7
cell_4098	cell_type_5	Mix_8
cell_4099	cell_type_5	Mix_9
cell_4100	cell_type_5	Mix_10
cell_4101	cell_type_5	Mix_1
cell_4102	cell_type_5	Mix_2
cell_4103	cell_type_5	Mix_3
cell_4104	cell_type_5	Mix_4
cell_4105	cell_type_5	Mix_5
cell_4106	cell_type_5	Mix_6
cell_4107	cell_type_5	Mix_7
cell_4108	cell_type_5	Mix_8
cell_4109	cell_type_5	Mix_9
cell_4110	cell_type_5	Mix_10
cell_4111	cell_type_5	Mix_1
cell_4112	cell_type_5	Mix_2
cell_4113	cell_type_5	Mix_3
cell_4114	cell_type_5	Mix_4
cell_4115	cell_type_5	Mix_5
cell_4116	cell_type_5	Mix_6
cell_4117	cell_type_5	Mix_7
cell_4118	cell_type_5	Mix_8
cell_4119	cell_type_5	Mix_9
cell_4120	cell_type_5	Mix_10
cell_4121	cell_type_5	Mix_1
cell_4122	cell_type_5	Mix_2
cell_4123	cell_type_5	Mix_3
cell_4124	cell_type_5	Mix_4
cell_4125	cell_type_5	Mix_5
cell_4126	cell_type_5	Mix_6
cell_4127	cell_type_5	Mix_7
cell_4128	cell_type_5	Mix_8
cell_4129	cell_type_5	Mix_9
cell_4130	cell_type_5	Mix_10
cell_4131	cell_type_5	Mix_1
cell_4132	cell_type_5	Mix_2
cell_4133	cell_type_5	Mix_3
cell_4134	cell_type_5	Mix_4
cell_4135	cell_type_5	Mix_5
cell_4136	cell_type_5	Mix_6
cell_4137	cell_type_5	Mix_7
cell_4138	cell_type_5	Mix_8
cell_4139	cell_type_5	Mix_9
cell_4140	cell_type_5	Mix_10
cell_4141	cell_type_5	Mix_1
cell_4142	cell_type_5	Mix_2
cell_4143	cell_type_5	Mix_3
cell_4144	cell_type_5	Mix_4
cell_4145	cell_type_5	Mix_5
cell_4146	cell_type_5	Mix_6
cell_4147	cell_type_5	Mix_7
cell_4148	cell_type_5	Mix_8
cell_4149	cell_type_5	Mix_9
cell_4150	cell_type_5	Mix_10
cell_4151	cell_type_5	Mix_1
cell_4152	cell_type_5	Mix_2
cell_4153	cell_type_5	Mix_3
cell_4154	cell_type_5	Mix_4
cell_4155	cell_type_5	Mix_5
cell_4156	cell_type_5	Mix_6
cell_4157	cell_type_5	Mix_7
cell_4158	cell_type_5	Mix_8
cell_4159	cell_type_5	Mix_9
cell_4160	cell_type_5	Mix_10
cell_4161	cell_type_5	Mix_1
cell_4162	cell_type_5	Mix_2
cell_4163	cell_type_5	Mix_3
cell_4164	cell_type_5	Mix_4
cell_4165	cell_type_5	Mix_5
cell_4166	cell_type_5	Mix_6
cell_4167	cell_type_5	Mix_7
cell_4168	cell_type_5	Mix_8
cell_4169	cell_type_5	Mix_9
cell_4170	cell_type_5	Mix_10
cell_4171	cell_type_5	Mix_1
cell_4172	cell_type_5	Mix_2
cell_4173	cell_type_5	Mix_3
cell_4174	cell_type_5	Mix_4
cell_4175	cell_type_5	Mix_5
cell_4176	cell_type_5	Mix_6
cell_4177	cell_type_5	Mix_7
cell_4178	cell_type_5	Mix_8
cell_4179	cell_type_5	Mix_9
cell_4180	cell_type_5	Mix_10
cell_4181	cell_type_5	Mix_1
cell_4182	cell_type_5	Mix_2
cell_4183	cell_type_5	Mix_3
cell_4184	cell_type_5	Mix_4
cell_4185	cell_type_5	Mix_5
cell_4186	cell_type_5	Mix_6
cell_4187	cell_type_5	Mix_7
cell_4188	cell_type_5	Mix_8
cell_4189	cell_type_5	Mix_9
cell_4190	cell_type_5	Mix_10
cell_4191	cell_type_5	Mix_1
cell_4192	cell_type_5	Mix_2
cell_4193	cell_type_5	Mix_3
cell_4194	cell_type_5	Mix_4
cell_4195	cell_type_5	Mix_5
cell_4196	cell_type_5	Mix_6
cell_4197	cell_type_5	Mix_7
cell_4198	cell_type_5	Mix_8
cell_4199	cell_type_5	Mix_9
cell_4200	cell_type_5	Mix_10
cell_4201	cell_type_5	Mix_1
cell_4202	cell_type_5	Mix_2
cell_4203	cell_type_5	Mix_3
cell_4204	cell_type_5	Mix_4
cell_4205	cell_type_5	Mix_5
cell_4206	cell_type_5	Mix_6
cell_4207	cell_type_5	Mix_7
cell_4208	cell_type_5	Mix_8
cell_4209	cell_type_5	Mix_9
cell_4210	cell_type_5	Mix_10
cell_4211	cell_type_5	Mix_1
cell_4212	cell_type_5	Mix_2
cell_4213	cell_type_5	Mix_3
cell_4214	cell_type_5	Mix_4
cell_4215	cell_type_5	Mix_5
cell_4216	cell_type_5	Mix_6
cell_4217	cell_type_5	Mix_7
cell_4218	cell_type_5	Mix_8
cell_4219	cell_type_5	Mix_9
cell_4220	cell_type_5	Mix_10
cell_4221	cell_type_5	Mix_1
cell_4222	cell_type_5	Mix_2
cell_4223	cell_type_5	Mix_3
cell_4224	cell_type_5	Mix_4
cell_4225	cell_type_5	Mix_5
cell_4226	cell_type_5	Mix_6
cell_4227	cell_type_5	Mix_7
cell_4228	cell_type_5	Mix_8
cell_4229	cell_type_5	Mix_9
cell_4230	cell_type_5	Mix_10
cell_4231	cell_type_5	Mix_1
cell_4232	cell_type_5	Mix_2
cell_4233	cell_type_5	Mix_3
cell_4234	cell_type_5	Mix_4
cell_4235	cell_type_5	Mix_5
cell_4236	cell_type_5	Mix_6
cell_4237	cell_type_5	Mix_7
cell_4238	cell_type_5	Mix_8
cell_4239	cell_type_5	Mix_9
cell_4240	cell_type_5	Mix_10
cell_4241	cell_type_5	Mix_1
cell_4242	cell_type_5	Mix_2
cell_4243	cell_type_5	Mix_3
cell_4244	cell_type_5	Mix_4
cell_4245	cell_type_5	Mix_5
cell_4246	cell_type_5	Mix_6
cell_4247	cell_type_5	Mix_7
cell_4248	cell_type_5	Mix_8
cell_4249	cell_type_5	Mix_9
cell_4250	cell_type_5	Mix_10
cell_4251	cell_type_5	Mix_1
cell_4252	cell_type_5	Mix_2
cell_4253	cell_type_5	Mix_3
cell_4254	cell_type_5	Mix_4
cell_4255	cell_type_5	Mix_5
cell_4256	cell_type_5	Mix_6
cell_4257	cell_type_5	Mix_7
cell_4258	cell_type_5	Mix_8
cell_4259	cell_type_5	Mix_9
cell_4260	cell_type_5	Mix_10
cell_4261	cell_type_5	Mix_1
cell_4262	cell_type_5	Mix_2
cell_4263	cell_type_5	Mix_3
cell_4264	cell_type_5	Mix_4
cell_4265	cell_type_5	Mix_5
cell_4266	cell_type_5	Mix_6
cell_4267	cell_type_5	Mix_7
cell_4268	cell_type_5	Mix_8
cell_4269	cell_type_5	Mix_9
cell_4270	cell_type_5	Mix_10
cell_4271	cell_type_5	Mix_1
cell_4272	cell_type_5	Mix_2
cell_4273	cell_type_5	Mix_3
cell_4274	cell_type_5	Mix_4
cell_4275	cell_type_5	Mix_5
cell_4276	cell_type_5	Mix_6
cell_4277	cell_type_5	Mix_7
cell_4278	cell_type_5	Mix_8
cell_4279	cell_type_5	Mix_9
cell_4280	cell_type_5	Mix_10
cell_4281	cell_type_5	Mix_1
cell_4282	cell_type_5	Mix_2
cell_4283	cell_type_5	Mix_3
cell_4284	cell_type_5	Mix_4
cell_4285	cell_type_5	Mix_5
cell_4286	cell_type_5	Mix_6
cell_4287	cell_type_5	Mix_7
cell_4288	cell_type_5	Mix_8
cell_4289	cell_type_5	Mix_9
cell_4290	cell_type_5	Mix_10
cell_4291	cell_type_5	Mix_1
cell_4292	cell_type_5	Mix_2
cell_4293	cell_type_5	Mix_3
cell_4294	cell_type_5	Mix_4
cell_4295	cell_type_5	Mix_5
cell_4296	cell_type_5	Mix_6
cell_4297	cell_type_5	Mix_7
cell_4298	cell_type_5	Mix_8
cell_4299	cell_type_5	Mix_9
cell_4300	cell_type_5	Mix_10
cell_4301	cell_type_5	Mix_1
cell_4302	cell_type_5	Mix_2
cell_4303	cell_type_5	Mix_3
cell_4304	cell_type_5	Mix_4
cell_4305	cell_type_5	Mix_5
cell_4306	cell_type_5	Mix_6
cell_4307	cell_type_5	Mix_7
cell_4308	cell_type_5	Mix_8
cell_4309	cell_type_5	Mix_9
cell_4310	cell_type_5	Mix_10
cell_4311	cell_type_5	Mix_1
cell_4312	cell_type_5	Mix_2
cell_4313	cell_type_5	Mix_3
cell_4314	cell_type_5	Mix_4
cell_4315	cell_type_5	Mix_5
cell_4316	cell_type_5	Mix_6
cell_4317	cell_type_5	Mix_7
cell_4318	cell_type_5	Mix_8
cell_4319	cell_type_5	Mix_9
cell_4320	cell_type_5	Mix_10
cell_4321	cell_type_5	Mix_1
cell_4322	cell_type_5	Mix_2
cell_4323	cell_type_5	Mix_3
cell_4324	cell_type_5	Mix_4
cell_4325	cell_type_5	Mix_5
cell_4326	cell_type_5	Mix_6
cell_4327	cell_type_5	Mix_7
cell_4328	cell_type_5	Mix_8
cell_4329	cell_type_5	Mix_9
cell_4330	cell_type_5	Mix_10
cell_4331	cell_type_5	Mix_1
cell_4332	cell_type_5	Mix_2
cell_4333	cell_type_5	Mix_3
cell_4334	cell_type_5	Mix_4
cell_4335	cell_type_5	Mix_5
cell_4336	cell_type_5	Mix_6
cell_4337	cell_type_5	Mix_7
cell_4338	cell_type_5	Mix_8
cell_4339	cell_type_5	Mix_9
cell_4340	cell_type_5	Mix_10
cell_4341	cell_type_5	Mix_1
cell_4342	cell_type_5	Mix_2
cell_4343	cell_type_5	Mix_3
cell_4344	cell_type_5	Mix_4
cell_4345	cell_type_5	Mix_5
cell_4346	cell_type_5	Mix_6
cell_4347	cell_type_5	Mix_7
cell_4348	cell_type_5	Mix_8
cell_4349	cell_type_5	Mix_9
cell_4350	cell_type_5	Mix_10
cell_4351	cell_type_5	Mix_1
cell_4352	cell_type_5	Mix_2
cell_4353	cell_type_5	Mix_3
cell_4354	cell_type_5	Mix_4
cell_4355	cell_type_5	Mix_5
cell_4356	cell_type_5	Mix_6
cell_4357	cell_type_5	Mix_7
cell_4358	cell_type_5	Mix_8
cell_4359	cell_type_5	Mix_9
cell_4360	cell_type_5	Mix_10
cell_4361	cell_type_5	Mix_1
cell_4362	cell_type_5	Mix_2
cell_4363	cell_type_5	Mix_3
cell_4364	cell_type_5	Mix_4
cell_4365	cell_type_5	Mix_5
cell_4366	cell_type_5	Mix_6
cell_4367	cell_type_5	Mix_7
cell_4368	cell_type_5	Mix_8
cell_4369	cell_type_5	Mix_9
cell_4370	cell_type_5	Mix_10
cell_4371	cell_type_5	Mix_1
cell_4372	cell_type_5	Mix_2
cell_4373	cell_type_5	Mix_3
cell_4374	cell_type_5	Mix_4
cell_4375	cell_type_5	Mix_5
cell_4376	cell_type_5	Mix_6
cell_4377	cell_type_5	Mix_7
cell_4378	cell_type_5	Mix_8
cell_4379	cell_type_5	Mix_9
cell_4380	cell_type_5	Mix_10
cell_4381	cell_type_5	Mix_1
cell_4382	cell_type_5	Mix_2
cell_4383	cell_type_5	Mix_3
cell_4384	cell_type_5	Mix_4
cell_4385	cell_type_5	Mix_5
cell_4386	cell_type_5	Mix_6
cell_4387	cell_type_5	Mix_7
cell_4388	cell_type_5	Mix_8
cell_4389	cell_type_5	Mix_9
cell_4390	cell_type_5	Mix_10
cell_4391	cell_type_5	Mix_1
cell_4392	cell_type_5	Mix_2
cell_4393	cell_type_5	Mix_3
cell_4394	cell_type_5	Mix_4
cell_4395	cell_type_5	Mix_5
cell_4396	cell_type_5	Mix_6
cell_4397	cell_type_5	Mix_7
cell_4398	cell_type_5	Mix_8
cell_4399	cell_type_5	Mix_9
cell_4400	cell_type_5	Mix_10
cell_4401	cell_type_5	Mix_1
cell_4402	cell_type_5	Mix_2
cell_4403	cell_type_5	Mix_3
cell_4404	cell_type_5	Mix_4
cell_4405	cell_type_5	Mix_5
cell_4406	cell_type_5	Mix_6
cell_4407	cell_type_5	Mix_7
cell_4408	cell_type_5	Mix_8
cell_4409	cell_type_5	Mix_9
cell_4410	cell_type_5	Mix_10
cell_4411	cell_type_5	Mix_1
cell_4412	cell_type_5	Mix_2
cell_4413	cell_type_5	Mix_3
cell_4414	cell_type_5	Mix_4
cell_4415	cell_type_5	Mix_5
cell_4416	cell_type_5	Mix_6
cell_4417	cell_type_5	Mix_7
cell_4418	cell_type_5	Mix_8
cell_4419	cell_type_5	Mix_9
cell_4420	cell_type_5	Mix_10
cell_4421	cell_type_5	Mix_1
cell_4422	cell_type_5	Mix_2
cell_4423	cell_type_5	Mix_3
cell_4424	cell_type_5	Mix_4
cell_4425	cell_type_5	Mix_5
cell_4426	cell_type_5	Mix_6
cell_4427	cell_type_5	Mix_7
cell_4428	cell_type_5	Mix_8
cell_4429	cell_type_5	Mix_9
cell_4430	cell_type_5	Mix_10
cell_4431	cell_type_5	Mix_1
cell_4432	cell_type_5	Mix_2
cell_4433	cell_type_5	Mix_3
cell_4434	cell_type_5	Mix_4
cell_4435	cell_type_5	Mix_5
cell_4436	cell_type_5	Mix_6
cell_4437	cell_type_5	Mix_7
cell_4438	cell_type_5	Mix_8
cell_4439	cell_type_5	Mix_9
cell_4440	cell_type_5	Mix_10
cell_4441	cell_type_5	Mix_1
cell_4442	cell_type_5	Mix_2
cell_4443	cell_type_5	Mix_3
cell_4444	cell_type_5	Mix_4
cell_4445	cell_type_5	Mix_5
cell_4446	cell_type_5	Mix_6
cell_4447	cell_type_5	Mix_7
cell_4448	cell_type_5	Mix_8
cell_4449	cell_type_5	Mix_9
cell_4450	cell_type_5	Mix_10
cell_4451	cell_type_5	Mix_1
cell_4452	cell_type_5	Mix_2
cell_4453	cell_type_5	Mix_3
cell_4454	cell_type_5	Mix_4
cell_4455	cell_type_5	Mix_5
cell_4456	cell_type_5	Mix_6
cell_4457	cell_type_5	Mix_7
cell_4458	cell_type_5	Mix_8
cell_4459	cell_type_5	Mix_9
cell_4460	cell_type_5	Mix_10
cell_4461	cell_type_5	Mix_1
cell_4462	cell_type_5	Mix_2
cell_4463	cell_type_5	Mix_3
cell_4464	cell_type_5	Mix_4
cell_4465	cell_type_5	Mix_5
cell_4466	cell_type_5	Mix_6
cell_4467	cell_type_5	Mix_7
